"Host","Virus","HostGenus","HostFamily","HostOrder","VirusGenus","VirusFamily","VirusOrder","VirusClass","VirusZoonotic","NumRecords","YearFirstRecord","YearLastRecord","DetectionSerology","DetectionGenetic","DetectionIsolation"
"rhinolophus sinicus","aichivirus a","rhinolophus","rhinolophidae","chiroptera","kobuvirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,1,2023,2023,FALSE,TRUE,FALSE
"rhinolophus sinicus","bat mastadenovirus c","rhinolophus","rhinolophidae","chiroptera","mastadenovirus","adenoviridae","rowavirales","tectiliviricetes",FALSE,4,2016,2016,FALSE,TRUE,FALSE
"rhinolophus sinicus","chiropteran dependoparvovirus 1","rhinolophus","rhinolophidae","chiroptera","dependoparvovirus","parvoviridae","piccovirales","quintoviricetes",FALSE,1,2010,2010,FALSE,TRUE,FALSE
"rhinolophus sinicus","hepatitis b virus","rhinolophus","rhinolophidae","chiroptera","orthohepadnavirus","hepadnaviridae","blubervirales","revtraviricetes",TRUE,2,2017,2017,FALSE,TRUE,FALSE
"rhinolophus sinicus","nipah henipavirus","rhinolophus","rhinolophidae","chiroptera","henipavirus","paramyxoviridae","mononegavirales","monjiviricetes",TRUE,2,2008,2008,TRUE,FALSE,FALSE
"rhinolophus sinicus","norwalk virus","rhinolophus","rhinolophidae","chiroptera","norovirus","caliciviridae","picornavirales","pisoniviricetes",TRUE,1,2015,2015,FALSE,TRUE,FALSE
"rhinolophus sinicus","paramyxovirus predict_pmv-44","rhinolophus","rhinolophidae","chiroptera",NA,"paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2017,2017,FALSE,TRUE,FALSE
"rhinolophus sinicus","rhinolophus bat coronavirus hku2","rhinolophus","rhinolophidae","chiroptera","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,5,2006,2023,FALSE,TRUE,TRUE
"rhinolophus sinicus","rotavirus j","rhinolophus","rhinolophidae","chiroptera","rotavirus","sedoreoviridae","reovirales","resentoviricetes",FALSE,1,2023,2023,FALSE,TRUE,FALSE
"rhinolophus sinicus","severe acute respiratory syndrome-related coronavirus","rhinolophus","rhinolophidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,41,2006,2023,FALSE,TRUE,TRUE
"rhinolophus sinicus","shanbavirus a","rhinolophus","rhinolophidae","chiroptera","shanbavirus","picornaviridae","picornavirales","pisoniviricetes",FALSE,3,2015,2023,FALSE,TRUE,FALSE
"rhinolophus stheno","severe acute respiratory syndrome-related coronavirus","rhinolophus","rhinolophidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,1,2021,2021,FALSE,TRUE,FALSE
"rhinolophus thomasi","bat coronavirus hku10","rhinolophus","rhinolophidae","chiroptera","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2023,2023,FALSE,TRUE,FALSE
"rhinolophus thomasi","rhinolophus bat coronavirus hku2","rhinolophus","rhinolophidae","chiroptera","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2023,2023,FALSE,TRUE,FALSE
"rhinolophus thomasi","rhinolophus ferrumequinum alphacoronavirus hub-2013","rhinolophus","rhinolophidae","chiroptera","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2023,2023,FALSE,TRUE,FALSE
"rhinolophus thomasi","severe acute respiratory syndrome-related coronavirus","rhinolophus","rhinolophidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,3,2014,2023,FALSE,TRUE,FALSE
"rhinolophus trifoliatus","paramyxovirus predict_pmv-137","rhinolophus","rhinolophidae","chiroptera",NA,"paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2020,2020,FALSE,TRUE,FALSE
"triaenops afer","nl63-related bat coronavirus strain btkynl63-9b","triaenops","rhinonycteridae","chiroptera","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,5,2016,2020,FALSE,TRUE,FALSE
"triaenops persicus","coronavirus predict_cov-63","triaenops","rhinonycteridae","chiroptera",NA,"coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2022,2022,FALSE,TRUE,FALSE
"triaenops persicus","paramyxovirus predict_pmv-11","triaenops","rhinonycteridae","chiroptera",NA,"paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2017,2017,FALSE,TRUE,FALSE
"triaenops persicus","paramyxovirus predict_pmv-12","triaenops","rhinonycteridae","chiroptera",NA,"paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2017,2017,FALSE,TRUE,FALSE
"triaenops persicus","paramyxovirus predict_pmv-16","triaenops","rhinonycteridae","chiroptera",NA,"paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2017,2017,FALSE,TRUE,FALSE
"triaenops persicus","paramyxovirus predict_pmv-26","triaenops","rhinonycteridae","chiroptera",NA,"paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2017,2017,FALSE,TRUE,FALSE
"triaenops persicus","paramyxovirus predict_pmv-57","triaenops","rhinonycteridae","chiroptera",NA,"paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2017,2017,FALSE,TRUE,FALSE
"rhinopoma hardwickii","coronavirus predict_cov-114","rhinopoma","rhinopomatidae","chiroptera",NA,"coronaviridae","nidovirales","pisoniviricetes",FALSE,5,2022,2022,FALSE,TRUE,FALSE
"rhinopoma hardwickii","coronavirus predict_cov-65","rhinopoma","rhinopomatidae","chiroptera",NA,"coronaviridae","nidovirales","pisoniviricetes",FALSE,2,2022,2022,FALSE,TRUE,FALSE
"rhinopoma hardwickii","hepatovirus a","rhinopoma","rhinopomatidae","chiroptera","hepatovirus","picornaviridae","picornavirales","pisoniviricetes",TRUE,7,2018,2019,FALSE,TRUE,FALSE
"rhinopoma hardwickii","paramyxovirus predict_pmv-176","rhinopoma","rhinopomatidae","chiroptera",NA,"paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2020,2020,FALSE,TRUE,FALSE
"rhinopoma hardwickii","rotavirus a","rhinopoma","rhinopomatidae","chiroptera","rotavirus","sedoreoviridae","reovirales","resentoviricetes",TRUE,1,2019,2019,FALSE,TRUE,FALSE
"rhinopoma hardwickii","rousettus bat coronavirus hku9","rhinopoma","rhinopomatidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2022,2022,FALSE,TRUE,FALSE
"aeorestes cinereus","eastern equine encephalitis virus","aeorestes","vespertilionidae","chiroptera","alphavirus","togaviridae","martellivirales","alsuviricetes",TRUE,2,1974,1974,FALSE,FALSE,TRUE
"aeorestes cinereus","rabies lyssavirus","aeorestes","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,103,2001,2014,FALSE,TRUE,TRUE
"aeorestes egregius","rabies lyssavirus","aeorestes","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,2,2004,2010,TRUE,FALSE,FALSE
"antrozous pallidus","rabies lyssavirus","antrozous","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,14,2002,2012,FALSE,TRUE,TRUE
"barbastella barbastellus","european bat 1 lyssavirus","barbastella","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,2,2007,2007,FALSE,TRUE,TRUE
"barbastella barbastellus","tick-borne encephalitis virus","barbastella","vespertilionidae","chiroptera","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,1,1990,1990,TRUE,FALSE,FALSE
"corynorhinus rafinesquii","bat mastadenovirus g","corynorhinus","vespertilionidae","chiroptera","mastadenovirus","adenoviridae","rowavirales","tectiliviricetes",FALSE,2,2016,2016,FALSE,TRUE,FALSE
"corynorhinus townsendii","rabies lyssavirus","corynorhinus","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,7,2002,2012,FALSE,TRUE,TRUE
"dasypterus ega","rabies lyssavirus","dasypterus","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,28,1979,2014,FALSE,TRUE,FALSE
"dasypterus intermedius","rabies lyssavirus","dasypterus","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,34,2001,2014,FALSE,TRUE,TRUE
"dasypterus xanthinus","rabies lyssavirus","dasypterus","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,12,2008,2014,FALSE,TRUE,TRUE
"eptesicus brasiliensis","human mastadenovirus e","eptesicus","vespertilionidae","chiroptera","mastadenovirus","adenoviridae","rowavirales","tectiliviricetes",TRUE,1,2023,2023,FALSE,TRUE,FALSE
"eptesicus brasiliensis","rabies lyssavirus","eptesicus","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,5,2003,2012,FALSE,TRUE,TRUE
"eptesicus diminutus","rabies lyssavirus","eptesicus","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,8,2002,2012,FALSE,TRUE,TRUE
"eptesicus furinalis","rabies lyssavirus","eptesicus","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,76,2005,2012,FALSE,TRUE,TRUE
"eptesicus fuscus","eastern equine encephalitis virus","eptesicus","vespertilionidae","chiroptera","alphavirus","togaviridae","martellivirales","alsuviricetes",TRUE,2,1974,1979,TRUE,FALSE,FALSE
"eptesicus fuscus","eptesipox virus","eptesicus","vespertilionidae","chiroptera","vespertilionpoxvirus","poxviridae","chitovirales","pokkesviricetes",FALSE,4,2013,2022,FALSE,TRUE,FALSE
"eptesicus fuscus","mammalian orthoreovirus","eptesicus","vespertilionidae","chiroptera","orthoreovirus","spinareoviridae","reovirales","resentoviricetes",TRUE,5,2021,2022,FALSE,TRUE,FALSE
"eptesicus fuscus","rabies lyssavirus","eptesicus","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,102,2001,2010,FALSE,TRUE,TRUE
"eptesicus fuscus","rio bravo virus","eptesicus","vespertilionidae","chiroptera","flavivirus","flaviviridae","amarillovirales","flasuviricetes",FALSE,4,1995,2006,FALSE,FALSE,TRUE
"eptesicus fuscus","saint louis encephalitis virus","eptesicus","vespertilionidae","chiroptera","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,3,1983,2007,TRUE,FALSE,FALSE
"eptesicus fuscus","west nile virus","eptesicus","vespertilionidae","chiroptera","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,3,2005,2008,TRUE,FALSE,FALSE
"eptesicus fuscus","western equine encephalitis virus","eptesicus","vespertilionidae","chiroptera","alphavirus","togaviridae","martellivirales","alsuviricetes",TRUE,1,1990,1990,FALSE,FALSE,TRUE
"eptesicus serotinus","dyoomegapapillomavirus 1","eptesicus","vespertilionidae","chiroptera","dyoomegapapillomavirus","papillomaviridae","zurhausenvirales","papovaviricetes",FALSE,2,2014,2018,FALSE,TRUE,FALSE
"eptesicus serotinus","dyopsipapillomavirus 1","eptesicus","vespertilionidae","chiroptera","dyopsipapillomavirus","papillomaviridae","zurhausenvirales","papovaviricetes",FALSE,2,2014,2018,FALSE,TRUE,FALSE
"eptesicus serotinus","european bat 1 lyssavirus","eptesicus","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,23,2006,2010,FALSE,TRUE,TRUE
"eptesicus serotinus","hantaan orthohantavirus","eptesicus","vespertilionidae","chiroptera","orthohantavirus","hantaviridae","bunyavirales","ellioviricetes",TRUE,1,2006,2006,FALSE,FALSE,TRUE
"eptesicus serotinus","mammalian orthoreovirus","eptesicus","vespertilionidae","chiroptera","orthoreovirus","spinareoviridae","reovirales","resentoviricetes",TRUE,2,2018,2018,FALSE,TRUE,FALSE
"eptesicus serotinus","rabies lyssavirus","eptesicus","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,2,2013,2013,FALSE,TRUE,FALSE
"euderma maculatum","rabies lyssavirus","euderma","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,3,1979,2003,FALSE,TRUE,TRUE
"glauconycteris argentata","rift valley fever phlebovirus","glauconycteris","vespertilionidae","chiroptera","phlebovirus","phenuiviridae","bunyavirales","ellioviricetes",TRUE,2,2006,2006,FALSE,FALSE,TRUE
"glauconycteris poensis","coronavirus predict_cov-116","glauconycteris","vespertilionidae","chiroptera",NA,"coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2022,2022,FALSE,TRUE,FALSE
"glauconycteris variegata","paramyxovirus predict_pmv-185","glauconycteris","vespertilionidae","chiroptera",NA,"paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2022,2022,FALSE,TRUE,FALSE
"histiotus macrotus","rabies lyssavirus","histiotus","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,11,1979,2012,FALSE,TRUE,TRUE
"histiotus montanus","rabies lyssavirus","histiotus","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,2,2005,2006,FALSE,TRUE,TRUE
"histiotus velatus","human mastadenovirus e","histiotus","vespertilionidae","chiroptera","mastadenovirus","adenoviridae","rowavirales","tectiliviricetes",TRUE,1,2023,2023,FALSE,TRUE,FALSE
"histiotus velatus","rabies lyssavirus","histiotus","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,2,2007,2011,TRUE,FALSE,TRUE
"hypsugo pulveratus","middle east respiratory syndrome-related coronavirus","hypsugo","vespertilionidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,1,2020,2020,FALSE,TRUE,FALSE
"hypsugo savii","european bat 1 lyssavirus","hypsugo","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,1,2014,2014,TRUE,FALSE,FALSE
"hypsugo savii","mammalian orthoreovirus","hypsugo","vespertilionidae","chiroptera","orthoreovirus","spinareoviridae","reovirales","resentoviricetes",TRUE,1,2023,2023,FALSE,TRUE,FALSE
"hypsugo savii","middle east respiratory syndrome-related coronavirus","hypsugo","vespertilionidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,1,2018,2018,FALSE,TRUE,FALSE
"ia io","mamastrovirus 17","ia","vespertilionidae","chiroptera","mamastrovirus","astroviridae","stellavirales","stelpaviricetes",FALSE,1,2009,2009,FALSE,TRUE,FALSE
"ia io","mamastrovirus 19","ia","vespertilionidae","chiroptera","mamastrovirus","astroviridae","stellavirales","stelpaviricetes",FALSE,1,2017,2017,FALSE,TRUE,FALSE
"ia io","middle east respiratory syndrome-related coronavirus","ia","vespertilionidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,1,2020,2020,FALSE,TRUE,FALSE
"ia io","paramyxovirus predict_pmv-47","ia","vespertilionidae","chiroptera",NA,"paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2017,2017,FALSE,TRUE,FALSE
"kerivoula hardwickii","coronavirus predict_cov-101","kerivoula","vespertilionidae","chiroptera",NA,"coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2022,2022,FALSE,TRUE,FALSE
"laephotis capensis","middle east respiratory syndrome-related coronavirus","laephotis","vespertilionidae","chiroptera","betacoronavirus","coronaviridae","nidovirales","pisoniviricetes",TRUE,2,2013,2018,FALSE,TRUE,FALSE
"lasionycteris noctivagans","mammalian orthoreovirus","lasionycteris","vespertilionidae","chiroptera","orthoreovirus","spinareoviridae","reovirales","resentoviricetes",TRUE,1,2021,2021,FALSE,TRUE,FALSE
"lasionycteris noctivagans","rabies lyssavirus","lasionycteris","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,87,2001,2014,FALSE,TRUE,TRUE
"lasiurus blossevillii","rabies lyssavirus","lasiurus","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,12,2004,2012,FALSE,TRUE,TRUE
"lasiurus borealis","rabies lyssavirus","lasiurus","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,103,1979,2014,FALSE,TRUE,TRUE
"lasiurus seminolus","rabies lyssavirus","lasiurus","vespertilionidae","chiroptera","lyssavirus","rhabdoviridae","mononegavirales","monjiviricetes",TRUE,20,1979,2012,FALSE,TRUE,TRUE
"miniopterus fuliginosus","aichivirus f","miniopterus","vespertilionidae","chiroptera","kobuvirus","picornaviridae","picornavirales","pisoniviricetes",FALSE,1,2015,2015,FALSE,TRUE,FALSE
"miniopterus fuliginosus","japanese encephalitis virus","miniopterus","vespertilionidae","chiroptera","flavivirus","flaviviridae","amarillovirales","flasuviricetes",TRUE,2,2008,2009,TRUE,FALSE,TRUE
"miniopterus fuliginosus","long-fingered bat hepatitis b virus","miniopterus","vespertilionidae","chiroptera","orthohepadnavirus","hepadnaviridae","blubervirales","revtraviricetes",FALSE,2,2013,2013,FALSE,TRUE,FALSE
"miniopterus fuliginosus","mamastrovirus 14","miniopterus","vespertilionidae","chiroptera","mamastrovirus","astroviridae","stellavirales","stelpaviricetes",FALSE,1,2022,2022,FALSE,TRUE,FALSE
"miniopterus fuliginosus","mamastrovirus 18","miniopterus","vespertilionidae","chiroptera","mamastrovirus","astroviridae","stellavirales","stelpaviricetes",FALSE,1,2022,2022,FALSE,TRUE,FALSE
"miniopterus fuliginosus","miniopterus bat coronavirus 1","miniopterus","vespertilionidae","chiroptera","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,2,2015,2015,FALSE,TRUE,FALSE
"miniopterus fuliginosus","miniopterus bat coronavirus hku8","miniopterus","vespertilionidae","chiroptera","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,4,2015,2020,FALSE,TRUE,FALSE
"miniopterus fuliginosus","rhinolophus bat coronavirus hku2","miniopterus","vespertilionidae","chiroptera","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2020,2020,FALSE,TRUE,FALSE
"miniopterus fuliginosus","shanbavirus a","miniopterus","vespertilionidae","chiroptera","shanbavirus","picornaviridae","picornavirales","pisoniviricetes",FALSE,4,2015,2018,FALSE,TRUE,FALSE
"miniopterus fuliginosus","yokose virus","miniopterus","vespertilionidae","chiroptera","flavivirus","flaviviridae","amarillovirales","flasuviricetes",FALSE,2,2005,2005,TRUE,FALSE,TRUE
"miniopterus fuscus","miniopterus bat coronavirus hku8","miniopterus","vespertilionidae","chiroptera","alphacoronavirus","coronaviridae","nidovirales","pisoniviricetes",FALSE,1,2020,2020,FALSE,TRUE,FALSE
"miniopterus inflatus","flaviviridae predict_flavi-5","miniopterus","vespertilionidae","chiroptera",NA,"flaviviridae","amarillovirales","flasuviricetes",FALSE,1,2022,2022,FALSE,TRUE,FALSE
"miniopterus inflatus","marburg marburgvirus","miniopterus","vespertilionidae","chiroptera","marburgvirus","filoviridae","mononegavirales","monjiviricetes",TRUE,2,2007,2007,TRUE,TRUE,FALSE
"miniopterus inflatus","paramyxovirus predict_pmv-19","miniopterus","vespertilionidae","chiroptera",NA,"paramyxoviridae","mononegavirales","monjiviricetes",FALSE,1,2017,2017,FALSE,TRUE,FALSE
"miniopterus inflatus","polyomavirus predict_pyv-15","miniopterus","vespertilionidae","chiroptera",NA,"polyomaviridae","sepolyvirales","papovaviricetes",FALSE,1,2020,2020,FALSE,TRUE,FALSE
"miniopterus inflatus","polyomavirus predict_pyv-22","miniopterus","vespertilionidae","chiroptera",NA,"polyomaviridae","sepolyvirales","papovaviricetes",FALSE,1,2020,2020,FALSE,TRUE,FALSE
"miniopterus inflatus","polyomavirus predict_pyv-23","miniopterus","vespertilionidae","chiroptera",NA,"polyomaviridae","sepolyvirales","papovaviricetes",FALSE,1,2020,2020,FALSE,TRUE,FALSE
"miniopterus magnater","mamastrovirus 14","miniopterus","vespertilionidae","chiroptera","mamastrovirus","astroviridae","stellavirales","stelpaviricetes",FALSE,3,2008,2019,FALSE,TRUE,TRUE
